date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:09:38	20919/20919	---M--	200	added ('OK')	image/jpeg	etag:%2213d25d54-fc76-4726-9699-a8c2c8dd44e2-1391290339897%22	https://www.benjerry.com/files/live/sites/systemsite/files/about-us/1988.jpg	/home/vidur/websites/Ben%20and%20Jerry's/www.benjerry.com/files/live/sites/systemsite/files/about-us/1988.jpg	(from https://www.benjerry.com/about-us)
00:09:39	18757/18757	---M--	200	added ('OK')	image/jpeg	etag:%220412249e-ca0f-4324-9920-35f2a5de6686-1391290339897%22	https://www.benjerry.com/files/live/sites/systemsite/files/about-us/1989.jpg	/home/vidur/websites/Ben%20and%20Jerry's/www.benjerry.com/files/live/sites/systemsite/files/about-us/1989.jpg	(from https://www.benjerry.com/about-us)
00:09:39	14700/14700	---M--	200	added ('OK')	image/png	etag:%22f0b67c1e-4ee6-4be4-9019-103ddd232116-1391290339897%22	https://www.benjerry.com/files/live/sites/systemsite/files/about-us/1990.png	/home/vidur/websites/Ben%20and%20Jerry's/www.benjerry.com/files/live/sites/systemsite/files/about-us/1990.png	(from https://www.benjerry.com/about-us)
00:09:39	22974/22974	---M--	200	added ('OK')	image/jpeg	etag:%22543424e5-cd7c-4d35-b5e8-693fa7e0dce5-1391290339897%22	https://www.benjerry.com/files/live/sites/systemsite/files/about-us/1991.jpg	/home/vidur/websites/Ben%20and%20Jerry's/www.benjerry.com/files/live/sites/systemsite/files/about-us/1991.jpg	(from https://www.benjerry.com/about-us)
00:09:39	14400/14400	---M--	200	added ('OK')	image/png	etag:%220101819b-42bb-408f-92dd-6ee88bbaf9fd-1391290339897%22	https://www.benjerry.com/files/live/sites/systemsite/files/about-us/1992.png	/home/vidur/websites/Ben%20and%20Jerry's/www.benjerry.com/files/live/sites/systemsite/files/about-us/1992.png	(from https://www.benjerry.com/about-us)
00:09:40	25004/25004	---M--	200	added ('OK')	image/png	etag:%221bed9bd1-0f87-40c6-8f85-f41596fb0f64-1391290339897%22	https://www.benjerry.com/files/live/sites/systemsite/files/about-us/1993.png	/home/vidur/websites/Ben%20and%20Jerry's/www.benjerry.com/files/live/sites/systemsite/files/about-us/1993.png	(from https://www.benjerry.com/about-us)
00:09:40	23972/23972	---M--	200	added ('OK')	image/png	etag:%22d3ad59de-b0cf-4859-9b2d-a5167c6e4461-1391290339897%22	https://www.benjerry.com/files/live/sites/systemsite/files/about-us/1994.png	/home/vidur/websites/Ben%20and%20Jerry's/www.benjerry.com/files/live/sites/systemsite/files/about-us/1994.png	(from https://www.benjerry.com/about-us)
00:09:40	18616/18616	---M--	200	added ('OK')	image/png	etag:%228cd7a795-9b21-487f-8163-f572f9dbda3c-1391290339897%22	https://www.benjerry.com/files/live/sites/systemsite/files/about-us/1995.png	/home/vidur/websites/Ben%20and%20Jerry's/www.benjerry.com/files/live/sites/systemsite/files/about-us/1995.png	(from https://www.benjerry.com/about-us)
00:09:40	13022/13022	---M--	200	added ('OK')	image/jpeg	etag:%221be28906-c31f-43f5-bb48-27b818c520c7-1391290339897%22	https://www.benjerry.com/files/live/sites/systemsite/files/about-us/1996.jpg	/home/vidur/websites/Ben%20and%20Jerry's/www.benjerry.com/files/live/sites/systemsite/files/about-us/1996.jpg	(from https://www.benjerry.com/about-us)
00:09:40	26631/26631	---M--	200	added ('OK')	image/png	etag:%22170fcd7c-b042-4c63-903c-3869a6dd7fb2-1391290339897%22	https://www.benjerry.com/files/live/sites/systemsite/files/about-us/1997.png	/home/vidur/websites/Ben%20and%20Jerry's/www.benjerry.com/files/live/sites/systemsite/files/about-us/1997.png	(from https://www.benjerry.com/about-us)
